Employee_ID,Department,Attrition_Probability,Predicted_Attrition_Flag,Forecasted_KPI_Score,Predicted_Top_Performer,Attendance_Status,Critical_Flight_Risk,Performance_Level,Flight_Risk_Level,Risk_Segment,Satisfaction_Score,Work_Life_Balance,Compa_Ratio,Total_Overtime_Hours,Training_Hours_Completed,Manager_Rating
EMP00505,Technology,0.015,0,110.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.4143542517940273,17,39,5
EMP00805,Technology,0.015,0,86.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.7503608383647415,24,16,4
EMP00829,Technology,0.015,0,97.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.68152710861743,23,23,4
EMP01005,Finance,0.015,0,119.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,5,0.9389531269426832,20,39,5
EMP01109,Finance,0.015,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.7918583447304074,26,25,5
EMP01254,Technology,0.015,0,94.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.9622898497692668,22,14,4
EMP01465,Technology,0.015,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.6152954808806489,24,38,5
EMP01716,HR,0.015,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,5,1.2393161497258938,23,3,3
EMP01785,Finance,0.015,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,0.7668883915620208,23,19,4
EMP01946,HR,0.015,0,71.1,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",5,1,0.933564637687236,28,4,3
EMP00121,Operations,0.014,0,102.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,2,0.4435772746021753,17,31,5
EMP00197,Sales,0.014,0,100.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,1.2453065430190624,20,8,3
EMP00241,Technology,0.014,0,86.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,0.8337805696163932,20,16,4
EMP00324,Technology,0.014,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,0.6136488382021101,25,17,4
EMP00507,Sales,0.014,0,92.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.4131993817619783,22,3,4
EMP01176,Operations,0.014,0,92.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.417135227840132,17,3,3
EMP01221,Technology,0.014,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,5,1.1075196682319937,17,4,3
EMP01376,Marketing,0.014,0,79.1,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,4,0.7841125165343915,19,7,3
EMP01377,HR,0.014,0,86.6,0,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.3008878313644512,26,1,3
EMP01424,Operations,0.014,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,1.1262075852636606,20,11,3
EMP01550,Technology,0.014,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,3,0.952806407676201,26,5,3
EMP01744,Operations,0.014,0,79.1,1,Normal,0,Medium,Low,"Low Risk, Medium Performer",5,3,0.9705837657121767,24,11,3
EMP01842,Sales,0.014,0,86.6,0,Normal,0,High,Low,"Low Risk, High Performer",3,1,1.358732612055641,18,0,3
EMP01995,Sales,0.014,0,86.4,0,Normal,0,High,Low,"Low Risk, High Performer",4,2,0.7090159711488924,28,13,3
EMP02000,Finance,0.014,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.7305006423805379,19,29,5
EMP00210,Operations,0.013,0,79.1,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,0.9313114647330828,24,7,3
EMP00319,Sales,0.013,0,110.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.4179185986604843,24,39,5
EMP00565,Sales,0.013,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.0833487892838742,23,10,3
EMP00679,Finance,0.013,0,119.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,1.4168428032657798,22,38,5
EMP00707,Technology,0.013,0,97.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.6407574556321278,20,29,5
EMP00731,Marketing,0.013,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",4,4,0.6727740575396826,26,31,5
EMP00979,Marketing,0.013,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,1.1009837962962965,25,3,3
EMP01275,Technology,0.013,0,79.1,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,0.7215750848732492,23,10,4
EMP01349,Sales,0.013,0,86.6,0,Normal,0,High,Low,"Low Risk, High Performer",4,3,1.291602266872746,20,1,3
EMP01368,Technology,0.013,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.8914537212091643,21,25,5
EMP01491,Technology,0.013,0,112.0,1,Anomaly,0,High,Low,"Low Risk, High Performer",3,5,0.9498078916875038,14,30,5
EMP01582,Operations,0.013,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",5,5,0.8658467750689274,23,21,4
EMP01629,Finance,0.013,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,3,1.19696216171412,21,4,3
EMP01641,Marketing,0.013,0,68.8,0,Normal,0,Low,Low,"Low Risk, Low Performer",4,3,0.458974041005291,23,9,3
EMP01721,Finance,0.013,0,83.5,1,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,3,1.2487255999005349,21,5,3
EMP01837,Finance,0.013,0,97.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,0.4703054415848149,25,28,5
EMP01847,Technology,0.013,0,110.9,1,Normal,0,High,Low,"Low Risk, High Performer",5,1,0.4680124413002378,22,38,5
EMP01940,Finance,0.013,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,2,1.0814476356251814,19,0,3
EMP01968,Finance,0.013,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,2,1.1711011645737497,20,4,3
EMP00017,Finance,0.012,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.8717207509635708,19,38,5
EMP00180,Technology,0.012,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.8139801996300137,22,21,4
EMP00236,Technology,0.012,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.8771929824561403,24,19,4
EMP00449,Finance,0.012,0,108.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,1.039340627460732,24,23,5
EMP00636,Finance,0.012,0,119.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.9182311741058478,21,38,5
EMP00803,Finance,0.012,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.696319781176178,21,33,5
EMP01011,Technology,0.012,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,0.7931735480067492,20,29,5
EMP01154,Operations,0.012,0,97.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.6686928771465167,26,25,4
EMP01218,HR,0.012,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.731166339975472,20,22,4
EMP01251,Technology,0.012,0,79.1,1,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,4,0.8840844869996544,24,12,3
EMP01502,Operations,0.012,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.6793739009617263,26,22,4
EMP01545,HR,0.012,0,100.2,1,Normal,0,High,Low,"Low Risk, High Performer",5,2,1.476441546734311,24,13,5
EMP01580,HR,0.012,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",5,2,1.0083122818419097,22,7,3
EMP01742,Technology,0.012,0,79.1,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,3,0.716909597284056,26,11,3
EMP01833,Technology,0.012,0,93.0,1,Anomaly,0,High,Low,"Low Risk, High Performer",3,4,0.88545668923177,35,19,4
EMP00208,Technology,0.011,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,1.0485149722510216,26,3,3
EMP00307,Finance,0.011,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,5,0.6781984334203656,18,12,3
EMP00384,Operations,0.011,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.6802205674836637,25,33,5
EMP00552,Technology,0.011,0,110.9,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.5019820698908337,25,38,5
EMP00590,Operations,0.011,0,112.0,1,Anomaly,0,High,Low,"Low Risk, High Performer",4,2,0.9742309445759068,28,28,5
EMP00779,Operations,0.011,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.9019603586392548,15,18,4
EMP00845,Marketing,0.011,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.8961226851851852,22,21,4
EMP01010,Operations,0.011,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.9562338536352388,22,22,5
EMP01241,Operations,0.011,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,5,1.254662093220155,15,2,3
EMP01411,Sales,0.011,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,1.001617722823287,22,9,3
EMP01616,Technology,0.011,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.9491573661848712,20,11,4
EMP01885,Finance,0.011,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.0350615441999254,27,20,5
EMP01953,Sales,0.011,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.7451210716125708,23,18,4
EMP00119,Finance,0.01,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",5,2,0.6568444610220067,21,31,5
EMP00170,Finance,0.01,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.7869161589788222,23,28,5
EMP00212,Operations,0.01,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.7617502116666305,23,27,5
EMP00306,Operations,0.01,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.865879339165925,26,38,5
EMP00409,Operations,0.01,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,4,0.6875474893081215,19,22,4
EMP00582,Operations,0.01,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,4,1.106289212600135,19,3,3
EMP00930,Finance,0.01,0,108.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.0703717518338929,20,24,5
EMP01016,Finance,0.01,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.9102117783579924,17,29,5
EMP01071,Operations,0.01,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,3,1.175607320409005,19,2,3
EMP01095,Operations,0.01,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,0.9256670212535006,18,20,5
EMP01137,Operations,0.01,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.7730499533247943,19,29,4
EMP01142,Operations,0.01,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.7946182402361982,31,23,5
EMP01390,Finance,0.01,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.8996953872932986,20,21,5
EMP01495,Operations,0.01,0,119.4,1,Anomaly,0,High,Low,"Low Risk, High Performer",3,4,0.9950176931593688,18,39,5
EMP01563,Sales,0.01,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,0.6459453889747553,19,21,4
EMP01593,Finance,0.01,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.051649467445812,25,8,4
EMP01609,Sales,0.01,0,77.0,1,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,3,1.2489850592478104,29,2,3
EMP01774,Operations,0.01,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.7529036319822852,28,37,5
EMP01793,Technology,0.01,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",5,2,0.852493342278059,27,36,5
EMP01804,Marketing,0.01,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,1.1635458002645502,21,0,3
EMP01820,Operations,0.01,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.9702581247422007,23,26,5
EMP01870,Technology,0.01,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.8358744485779919,22,38,5
EMP00036,Technology,0.009,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.8917688194995019,19,33,5
EMP00090,Finance,0.009,0,108.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.03810767126694,21,23,5
EMP00123,Technology,0.009,0,119.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.0053160130918255,24,35,5
EMP00174,Finance,0.009,0,94.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,5,0.9918355505822868,25,14,4
EMP00177,Technology,0.009,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.0633042629749343,31,9,4
EMP00215,Operations,0.009,0,79.1,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",4,2,0.90108112802032,23,10,4
EMP00219,Operations,0.009,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,1.0143716214749363,24,19,5
EMP00370,Operations,0.009,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,1.251677050995376,18,2,3
EMP00452,Operations,0.009,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.6578056140503223,21,35,5
EMP00583,Sales,0.009,0,112.5,1,Anomaly,0,High,Low,"Low Risk, High Performer",3,2,0.6915507470376094,20,34,5
EMP00607,Operations,0.009,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.9040227514491024,20,38,5
EMP00624,Sales,0.009,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,1.2041215868109223,23,0,3
EMP00749,Operations,0.009,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",5,2,1.0221327312593622,23,22,5
EMP00788,Sales,0.009,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,1.028459556929418,23,9,3
EMP00877,Finance,0.009,0,100.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.3956442455136973,26,9,5
EMP00932,Operations,0.009,0,112.5,1,Anomaly,0,High,Low,"Low Risk, High Performer",3,2,0.6742179189371079,9,34,5
EMP00993,Operations,0.009,0,110.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.4950502572563662,27,39,5
EMP01001,Operations,0.009,0,115.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,1.50513427262662,23,20,5
EMP01008,Operations,0.009,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.8533855806178494,16,21,5
EMP01025,Operations,0.009,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.8860907887024293,24,39,5
EMP01074,Technology,0.009,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.7519566587383871,22,24,5
EMP01194,Operations,0.009,0,97.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.6564704860734212,20,23,5
EMP01227,Technology,0.009,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.9674940537903276,22,10,3
EMP01324,HR,0.009,0,79.1,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,3,0.9072546409366778,23,8,3
EMP01488,Sales,0.009,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,3,0.9972385368366822,26,3,3
EMP01492,Finance,0.009,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.7774462265323884,18,36,5
EMP01513,Operations,0.009,0,66.3,0,Normal,0,Low,Low,"Low Risk, Low Performer",3,2,0.919620953910948,15,0,3
EMP01531,Sales,0.009,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.7581968057702215,19,24,5
EMP01554,Technology,0.009,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.6852269724136529,21,39,5
EMP01684,Sales,0.009,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.6203194229778465,28,36,5
EMP01814,Operations,0.009,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.6616047587000412,18,19,4
EMP01855,Technology,0.009,0,86.6,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,1.4631538289524506,27,2,3
EMP01865,Operations,0.009,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,0.7705208084579814,17,19,4
EMP01897,Operations,0.009,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,0.7463365390877711,22,29,5
EMP01999,Operations,0.009,0,108.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.064900245316197,19,23,5
EMP00024,Technology,0.008,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.0026529243154236,22,17,5
EMP00029,Operations,0.008,0,115.8,1,Normal,0,High,Low,"Low Risk, High Performer",5,2,1.581931268045937,28,17,5
EMP00077,Marketing,0.008,0,119.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.4216166501322751,20,39,5
EMP00102,Technology,0.008,0,94.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.9767538777418634,19,14,4
EMP00190,Finance,0.008,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.9094865100087032,26,30,5
EMP00199,Operations,0.008,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.6742613377331047,23,38,5
EMP00206,Operations,0.008,0,111.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,5,1.3811301912597964,22,21,5
EMP00253,Technology,0.008,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,1.0941330731231322,17,18,5
EMP00281,Marketing,0.008,0,118.6,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,1.4076244212962965,20,26,5
EMP00300,Operations,0.008,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,0.6587065540672558,22,35,5
EMP00347,Operations,0.008,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,2,1.021959056075375,23,7,4
EMP00351,Operations,0.008,0,119.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,1.1483403165230228,22,31,5
EMP00456,Technology,0.008,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.7194608769896932,23,18,4
EMP00653,Finance,0.008,0,118.6,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.491731940818103,24,25,5
EMP00677,Technology,0.008,0,86.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.7675997641845053,28,16,4
EMP00685,HR,0.008,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.8303896185574575,24,34,5
EMP00713,HR,0.008,0,119.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.0382700390981228,32,33,5
EMP00721,HR,0.008,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.0100627876018071,29,30,5
EMP00739,Technology,0.008,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.7854180642800512,18,22,5
EMP00754,Operations,0.008,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.8352473785901917,24,27,5
EMP00801,HR,0.008,0,86.6,0,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.4178887013762955,22,0,3
EMP00808,HR,0.008,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,0.8736910514564837,22,39,5
EMP00874,HR,0.008,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,5,0.7280322009203258,24,27,5
EMP00941,Marketing,0.008,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.828125,16,33,5
EMP00944,Operations,0.008,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.0729544319736013,27,9,4
EMP00983,Operations,0.008,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.9278813798493368,32,26,5
EMP01021,Sales,0.008,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,1,1.1207727975270478,26,0,3
EMP01040,HR,0.008,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.8599071288560917,21,30,5
EMP01045,Marketing,0.008,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,0.7393043154761905,26,23,5
EMP01068,Operations,0.008,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,2,0.8069491782992858,31,25,5
EMP01086,Technology,0.008,0,100.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.222520379744262,26,8,4
EMP01234,Operations,0.008,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.8992575385884549,17,38,5
EMP01375,Finance,0.008,0,100.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.5144328401508558,22,13,5
EMP01446,Sales,0.008,0,86.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,2,0.7519319938176198,25,14,3
EMP01493,Technology,0.008,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.8062653737472302,16,25,5
EMP01559,Sales,0.008,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.9822153529108708,22,20,5
EMP01597,Operations,0.008,0,107.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.3866226689533898,19,14,5
EMP01617,Finance,0.008,0,108.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.9670210120601764,27,23,5
EMP01626,Technology,0.008,0,115.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,1.4797015714256674,17,19,5
EMP01676,Finance,0.008,0,92.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.4409424344150192,22,4,4
EMP01786,Operations,0.008,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,1.050648025530252,20,9,4
EMP01812,Technology,0.008,0,115.8,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,1.5148502774897847,25,21,5
EMP01834,Sales,0.008,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.91629057187017,24,22,5
EMP01916,Finance,0.008,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.8257387376186331,18,36,5
EMP00015,Operations,0.007,0,117.7,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.8423897705316632,23,37,5
EMP00099,Operations,0.007,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.92878231986627,19,30,5
EMP00191,Technology,0.007,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.9873554105425788,21,10,3
EMP00211,Finance,0.007,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,1,1.2150420655642589,16,0,3
EMP00277,Operations,0.007,0,97.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.6980874020363416,23,26,5
EMP00342,Finance,0.007,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",5,1,1.1364644204069791,17,1,3
EMP00353,Finance,0.007,0,112.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.7590140494840234,17,30,5
EMP00382,Finance,0.007,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",4,5,1.0432052716648017,21,25,5
EMP00445,Sales,0.007,0,115.8,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,1.526470891293148,21,17,5
EMP00472,Operations,0.007,0,71.1,0,Anomaly,0,Medium,Low,"Low Risk, Medium Performer",3,3,0.9495907778477304,12,5,3
EMP00563,Operations,0.007,0,94.4,1,Anomaly,0,High,Low,"Low Risk, High Performer",5,3,0.9879078653148948,16,15,4
EMP00580,Finance,0.007,0,100.2,1,Anomaly,0,High,Low,"Low Risk, High Performer",4,1,1.53706121264868,33,10,5
EMP00601,Technology,0.007,0,86.6,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.5116484722815149,23,0,3
EMP00615,Sales,0.007,0,92.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,4,1.332447192168985,22,6,5
EMP00620,Operations,0.007,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.9870611987929576,18,22,5
EMP00674,Technology,0.007,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.9887479416966518,22,20,5
EMP00680,HR,0.007,0,86.6,1,Normal,0,High,Low,"Low Risk, High Performer",5,1,1.5536524774373437,23,2,4
EMP00696,Operations,0.007,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.7999587521438031,15,26,5
EMP00734,Technology,0.007,0,104.4,1,Anomaly,0,High,Low,"Low Risk, High Performer",3,3,0.9152487243601471,14,23,5
EMP00766,Technology,0.007,0,107.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,1.275446728060011,20,16,5
EMP00789,Finance,0.007,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",5,3,1.0348957685772306,22,26,5
EMP00807,Operations,0.007,0,119.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.0011723074919132,19,33,5
EMP00832,Technology,0.007,0,100.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,1.3581651115041369,20,8,5
EMP00852,Operations,0.007,0,77.0,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",5,3,1.0519397347111563,19,3,3
EMP00885,Sales,0.007,0,102.4,1,Normal,0,High,Low,"Low Risk, High Performer",5,4,0.4389180834621329,24,33,5
EMP00899,Technology,0.007,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,1.033796832753959,22,26,5
EMP00919,Finance,0.007,0,87.8,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.0,16,8,4
EMP00969,Sales,0.007,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,0.7975785677485832,20,25,5
EMP01060,Finance,0.007,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",3,3,0.8945252600605081,19,26,5
EMP01102,Sales,0.007,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,0.8001648634724369,17,20,4
EMP01198,Operations,0.007,0,104.4,1,Normal,0,High,Low,"Low Risk, High Performer",4,1,0.8201919110783058,26,24,5
EMP01205,Technology,0.007,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,4,1.0808176292411211,24,4,3
EMP01240,Sales,0.007,0,119.9,1,Anomaly,0,High,Low,"Low Risk, High Performer",4,3,1.5423802163833076,22,38,5
EMP01249,Operations,0.007,0,83.5,0,Normal,0,Medium,Low,"Low Risk, Medium Performer",3,3,1.0474133252284914,26,4,3
EMP01319,Operations,0.007,0,93.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,0.6898703948939496,19,21,5
EMP01351,Operations,0.007,0,112.0,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,1.0883029763584655,20,27,5
EMP01361,Technology,0.007,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",4,3,1.094082250818239,23,18,5
EMP01409,Technology,0.007,0,103.5,1,Normal,0,High,Low,"Low Risk, High Performer",3,1,0.9645260311845664,25,21,5
EMP01418,Finance,0.007,0,86.6,1,Normal,0,High,Low,"Low Risk, High Performer",3,2,1.5278399436362884,20,0,4
EMP01515,Operations,0.007,0,119.9,1,Normal,0,High,Low,"Low Risk, High Performer",3,5,1.1886546686060395,25,37,5
EMP01535,Sales,0.007,0,100.2,1,Normal,0,High,Low,"Low Risk, High Performer",3,4,1.3880680061823802,20,13,4
