Employee_ID,Age,Attrition_Target,Base_Salary,Bonus_Last_Year,Tax_Deductions,Training_Hours_Completed,KPI_Achievement_Pct,Manager_Rating,Satisfaction_Score,Work_Life_Balance,Total_Overtime_Hours,Total_Late_Days,Total_Working_Days_Attended,Total_Leave_Days,Tenure_Months,Absenteeism_Rate,Compa_Ratio,Avg_Daily_Overtime,Department_HR,Department_Marketing,Department_Operations,Department_Sales,Department_Technology,Gender_Male,Gender_Other,Attendance_Anomaly_Flag,Attendance_Status,Department,Critical_Flight_Risk
EMP00991,43,0,108684,4791,23419,1,80,3,3,3,34,1,62,2,39.19185282522996,0.0307692307692307,1.1047142770018905,0.5483870967741935,0,0,0,0,1,1,0,-1,Anomaly,Technology,0
EMP00992,49,1,139072,12314,16055,12,102,5,2,2,20,0,64,0,50.75558475689881,0.0,1.4409217124621825,0.3125,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP00993,28,0,45607,11429,23612,39,117,5,3,2,27,2,62,2,20.59789750328515,0.0307692307692307,0.4950502572563662,0.4354838709677419,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP00994,22,0,125122,2365,21980,20,116,5,3,3,22,0,62,2,52.1353482260184,0.0307692307692307,1.2717976865686813,0.3548387096774194,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00995,53,0,134786,10604,24990,30,120,5,3,3,20,2,62,2,17.509855453350852,0.0307692307692307,1.3965145675328443,0.3225806451612903,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP00996,34,1,91939,11366,15866,35,120,5,1,1,18,1,63,1,95.26938239159,0.0153846153846153,0.9473364245234416,0.2857142857142857,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP00997,51,1,58594,5055,8889,37,112,5,2,2,13,1,62,2,27.75952693823916,0.0307692307692307,0.6055100859788359,0.2096774193548387,0,1,0,0,0,0,0,-1,Anomaly,Marketing,1
EMP00998,44,0,98382,5622,24890,26,120,5,2,3,19,0,63,1,77.72667542706964,0.0153846153846153,1.0,0.3015873015873015,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP00999,40,0,47399,14156,20458,35,105,5,3,3,30,0,64,0,78.08804204993429,0.0,0.4817852859262873,0.46875,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01000,53,0,65117,372,22779,22,98,5,3,3,19,1,62,2,87.08935611038108,0.0307692307692307,0.6746757014381035,0.3064516129032258,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01001,51,0,138662,7783,5452,20,119,5,3,4,23,0,62,2,42.8712220762155,0.0307692307692307,1.50513427262662,0.3709677419354839,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01002,50,0,73617,1949,15995,12,83,3,3,3,21,5,62,2,26.741130091984232,0.0307692307692307,0.7990903762238674,0.3387096774193548,0,0,1,0,0,0,0,-1,Anomaly,Operations,0
EMP01003,50,0,47498,244,7631,36,107,5,3,3,22,4,64,0,15.505913272010512,0.0,0.4978773807402438,0.34375,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01004,51,0,142826,10032,7186,25,120,5,4,3,20,2,62,2,71.22207621550591,0.0307692307692307,1.451749303734423,0.3225806451612903,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01005,37,0,90624,7795,10967,39,120,5,3,5,20,1,63,1,61.333771353482256,0.0153846153846153,0.9389531269426832,0.3174603174603174,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01006,40,1,49628,5772,9348,6,66,2,5,3,37,1,64,0,13.501971090670173,0.0,0.5044418694476632,0.578125,0,0,0,0,1,0,0,-1,Anomaly,Technology,1
EMP01007,39,0,40329,11619,6459,38,111,5,3,2,17,0,62,2,30.617608409986858,0.0307692307692307,0.4377591559386058,0.2741935483870967,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01008,22,0,78619,14813,6942,21,98,5,3,2,16,1,61,3,21.38633377135348,0.0461538461538461,0.8533855806178494,0.2622950819672131,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01009,35,1,47032,124,19896,38,100,5,1,3,20,4,64,0,57.72010512483574,0.0,0.4872974429110199,0.3125,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01010,23,0,88094,12824,19407,22,97,5,3,4,22,2,64,0,62.22076215505913,0.0,0.9562338536352388,0.34375,0,0,1,0,0,0,1,1,Normal,Operations,0
EMP01011,49,0,78034,10945,20622,29,106,5,4,2,20,3,64,0,44.415243101182654,0.0,0.7931735480067492,0.3125,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01012,51,0,142658,1919,19557,17,114,5,5,1,29,1,64,0,85.18396846254927,0.0,1.478076173898628,0.453125,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01013,59,0,126158,9827,21445,17,108,5,5,4,22,3,64,0,63.23915900131406,0.0,1.299927872230809,0.34375,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01014,25,0,95264,9617,22878,9,84,3,2,4,23,2,64,0,40.57161629434954,0.0,1.034062045459479,0.359375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01015,22,0,134120,9732,22564,38,120,5,3,2,23,0,64,0,28.02233902759527,0.0,1.3632575064544328,0.359375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01016,29,0,87850,530,18093,29,108,5,3,2,17,4,63,1,50.75558475689881,0.0153846153846153,0.9102117783579924,0.2698412698412698,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01017,50,0,44722,7849,7788,25,94,4,3,3,22,0,63,1,39.5203679369251,0.0153846153846153,0.4854438486420772,0.3492063492063492,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01018,24,1,57772,6929,15400,6,70,2,2,2,27,4,64,0,76.24835742444152,0.0,0.5872212396576609,0.421875,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01019,53,0,126105,4349,21489,6,92,4,4,4,23,3,64,0,93.85676741130092,0.0,1.2993817619783616,0.359375,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01020,31,1,81679,14456,8925,4,72,2,5,1,20,4,63,1,40.83442838370565,0.0153846153846153,0.8866009595553915,0.3174603174603174,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01021,31,0,108771,11295,23292,0,83,3,3,1,26,1,61,3,64.15900131406045,0.0461538461538461,1.1207727975270478,0.4262295081967213,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01022,40,1,44576,4756,23433,17,82,3,2,2,21,1,63,1,81.34034165571616,0.0153846153846153,0.4530910125836027,0.3333333333333333,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01023,55,1,66707,1801,19568,12,76,3,2,2,25,1,63,1,69.053876478318,0.0153846153846153,0.6780406985017584,0.3968253968253968,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01024,54,0,139404,5156,17656,24,120,5,3,1,23,1,64,0,18.101182654402105,0.0,1.4169665182655364,0.359375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01025,44,0,81632,7856,14466,39,120,5,3,1,24,2,63,1,100.45992115637318,0.0153846153846153,0.8860907887024293,0.3809523809523809,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01026,49,0,81476,5461,8904,7,75,2,5,3,24,0,63,1,52.59526938239159,0.0153846153846153,0.8419725529100529,0.3809523809523809,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01027,53,0,70285,9228,20467,9,81,3,3,2,18,0,64,0,28.12089356110381,0.0,0.714409139883312,0.28125,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01028,28,0,64154,5302,15419,31,109,5,3,4,21,3,64,0,67.96977660972405,0.0,0.6610407006697578,0.328125,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01029,50,0,60054,11920,21676,16,74,2,3,2,29,2,63,1,52.00394218134034,0.0153846153846153,0.6187944358578052,0.4603174603174603,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01030,29,1,57165,7432,15414,37,115,5,1,3,20,2,64,0,9.42838370565046,0.0,0.58105141184363,0.3125,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01031,22,0,54439,14423,17165,14,77,3,5,2,19,3,64,0,75.0,0.0,0.5609376609994848,0.296875,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01032,24,0,84518,12203,15683,14,91,4,3,2,19,3,63,1,101.01839684625492,0.0153846153846153,0.8708706852138073,0.3015873015873015,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01033,45,0,128051,6189,20442,39,120,5,5,3,26,1,63,1,20.03942181340341,0.0153846153846153,1.3194332818134982,0.4126984126984127,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01034,44,0,66962,11655,9860,19,91,4,3,3,26,2,64,0,55.58475689881735,0.0,0.6937917029300842,0.40625,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01035,29,0,93934,1142,8729,14,98,5,4,3,32,1,64,0,8.21287779237845,0.0,0.9547884775670348,0.5,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01036,58,0,148085,7076,19400,34,120,5,1,3,20,1,64,0,43.39684625492772,0.0,1.5303096064814814,0.3125,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP01037,24,1,77763,13842,13619,5,75,2,3,3,19,0,64,0,62.12220762155059,0.0,0.8036024305555556,0.296875,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01038,54,0,104094,7614,16164,29,120,5,4,3,27,0,62,2,25.82128777923784,0.0307692307692307,1.0757068452380951,0.4354838709677419,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01039,49,0,59464,9947,11110,7,69,2,4,4,19,0,64,0,19.053876478318003,0.0,0.6161051017447884,0.296875,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01040,29,0,82036,14253,11955,30,115,5,4,3,21,0,64,0,41.52431011826544,0.0,0.8599071288560917,0.328125,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01041,55,1,135949,4840,5106,31,120,5,2,5,21,0,64,0,93.26544021024966,0.0,1.4756854742417993,0.328125,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01042,56,0,73270,1629,9754,14,83,3,5,4,24,4,62,2,49.31011826544021,0.0307692307692307,0.7591487421774628,0.3870967741935484,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01043,53,0,82299,5062,16525,17,87,4,5,1,22,0,64,0,72.8646517739816,0.0,0.8626639133761701,0.34375,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01044,45,0,125805,762,11408,12,100,5,1,2,15,1,64,0,84.526938239159,0.0,1.3655754075939477,0.234375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01045,35,0,71541,6905,12635,23,99,5,5,3,26,1,61,3,32.78580814717477,0.0461538461538461,0.7393043154761905,0.4262295081967213,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01046,53,1,113545,4889,6225,39,120,5,2,3,24,2,64,0,52.36530880420499,0.0,1.154123721819032,0.375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01047,37,0,122543,4839,17196,13,103,5,3,3,15,2,64,0,98.16031537450722,0.0,1.2455835417047834,0.234375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01048,25,0,131998,13357,9250,27,120,5,3,3,19,2,62,2,44.2838370565046,0.0307692307692307,1.3416885202577706,0.3064516129032258,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01049,58,0,117078,3957,20372,10,89,4,5,2,19,2,64,0,56.50459921156373,0.0,1.2708464494279574,0.296875,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01050,42,0,122970,13819,22279,5,90,4,2,2,20,1,64,0,51.70827858081472,0.0,1.274089270172821,0.3125,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01051,35,0,69765,557,17097,24,103,5,3,1,28,0,62,2,35.11826544021025,0.0307692307692307,0.7572780756789614,0.4516129032258064,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01052,52,0,63769,14282,23004,0,64,1,3,3,16,3,63,1,58.73850197109067,0.0153846153846153,0.6589885085978836,0.2539682539682539,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01053,39,0,128001,4621,17055,24,120,5,3,3,23,2,64,0,94.3166885676741,0.0,1.318918083462133,0.359375,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01054,28,0,127404,14932,10419,1,83,3,3,2,22,0,64,0,14.520367936925098,0.0,1.2949929865219247,0.34375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01055,31,1,60156,839,22769,31,104,5,2,3,26,1,64,0,74.11300919842313,0.0,0.6232748974263335,0.40625,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01056,28,0,125836,8194,20713,12,96,5,4,1,24,1,64,0,90.80157687253612,0.0,1.300388558201058,0.375,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01057,54,0,90481,9243,16784,32,117,5,5,1,25,0,64,0,44.57950065703022,0.0,0.9821440201463212,0.390625,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01058,44,1,53435,9596,7433,31,103,5,4,3,25,1,61,3,46.64914586070959,0.0461538461538461,0.543137972393324,0.4098360655737705,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01059,42,0,109650,8348,15998,23,111,5,4,2,20,0,62,2,85.80814717477004,0.0307692307692307,1.1493590213939058,0.3225806451612903,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01060,40,0,86336,6998,16575,26,107,5,3,3,19,1,63,1,11.629434954007884,0.0153846153846153,0.8945252600605081,0.3015873015873015,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01061,40,1,76135,10129,6301,3,69,2,3,4,21,1,63,1,57.88436268068331,0.0153846153846153,0.7867786871693122,0.3333333333333333,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP01062,57,0,113631,14242,11858,23,109,5,3,4,21,1,63,1,26.445466491458607,0.0153846153846153,1.1742621527777777,0.3333333333333333,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01063,50,1,77909,510,13950,22,102,5,1,2,19,1,62,2,93.5611038107753,0.0307692307692307,0.8456787443284197,0.3064516129032258,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01064,39,0,109487,11596,13938,28,118,5,5,3,25,3,62,2,59.59264126149802,0.0307692307692307,1.112876339167734,0.4032258064516129,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01065,23,0,61468,12974,10644,33,109,5,2,3,23,2,64,0,22.700394218134036,0.0,0.6368684984872974,0.359375,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01066,22,0,132609,1137,16078,20,111,5,5,3,18,3,64,0,36.16951379763469,0.0,1.3703807043650793,0.28125,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01067,26,1,87655,13700,14260,29,107,5,1,3,25,1,64,0,76.05124835742444,0.0,0.9514686407745914,0.390625,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01068,41,0,74341,5606,19690,25,107,5,4,2,31,0,64,0,25.39421813403417,0.0,0.8069491782992858,0.484375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01069,32,1,104182,12106,8307,19,105,5,2,2,22,3,64,0,70.53219448094612,0.0,1.073487892838743,0.34375,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01070,23,0,91786,11513,21488,15,86,4,1,3,22,1,64,0,96.05781865965834,0.0,0.932955215384928,0.34375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01071,24,0,108304,4666,5395,2,82,3,4,3,19,1,62,2,19.185282522996054,0.0307692307692307,1.175607320409005,0.3064516129032258,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01072,44,1,143606,8906,24901,36,120,5,2,2,27,2,62,2,59.78975032851511,0.0307692307692307,1.505288204526158,0.4354838709677419,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01073,33,0,86514,5434,15845,39,120,5,4,1,28,0,63,1,67.96977660972405,0.0153846153846153,0.9390834292165078,0.4444444444444444,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01074,41,0,73979,10478,8291,24,107,5,3,3,22,1,64,0,19.38239159001314,0.0,0.7519566587383871,0.34375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01075,26,0,130887,6446,23394,22,117,5,2,2,23,0,64,0,38.20630749014455,0.0,1.3525855654761905,0.359375,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01076,58,1,120981,2654,18138,0,74,2,5,2,23,2,64,0,13.534822601839684,0.0,1.3132123396218225,0.359375,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01077,59,0,95107,990,9537,32,120,5,3,1,20,0,64,0,23.19316688567674,0.0,1.0323578577166057,0.3125,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01078,51,1,41160,7820,14860,14,75,2,4,2,20,0,64,0,94.2838370565046,0.0,0.4241112828438949,0.3125,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01079,30,0,127897,12621,22435,16,104,5,3,3,21,0,61,3,13.92904073587385,0.0461538461538461,1.325137800986365,0.3442622950819672,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01080,55,0,112577,2160,24225,33,120,5,3,2,18,1,63,1,9.986859395532194,0.0153846153846153,1.1800400415089989,0.2857142857142857,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01081,56,0,124303,5740,11618,16,98,5,3,1,28,0,64,0,13.600525624178712,0.0,1.2634729930271795,0.4375,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01082,43,1,50846,4457,9723,3,65,1,2,1,17,1,62,2,81.01182654402102,0.0307692307692307,0.5268142069708649,0.2741935483870967,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01083,45,0,144180,14168,24968,12,102,5,3,2,15,4,64,0,12.155059132720105,0.0,1.49384558000746,0.234375,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01084,38,1,59924,10336,19837,3,60,1,3,3,29,1,64,0,50.26281208935611,0.0,0.6504569828278662,0.453125,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01085,31,1,53882,14269,13539,6,66,2,3,1,25,0,63,1,13.074901445466493,0.0153846153846153,0.5551983513652756,0.3968253968253968,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01086,51,0,120274,2063,6263,8,93,4,3,3,26,0,63,1,52.69382391590013,0.0153846153846153,1.222520379744262,0.4126984126984127,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01087,44,0,126555,10795,18305,22,115,5,3,1,15,0,64,0,76.60972404730617,0.0,1.286363359151064,0.234375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01088,53,1,41095,1977,15934,32,98,5,1,2,16,1,64,0,35.545335085413925,0.0,0.42344152498712,0.25,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01089,38,0,144205,8567,15265,32,120,5,3,2,21,4,64,0,68.00262812089356,0.0,1.4858835651725917,0.328125,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01090,38,0,80983,8933,21339,19,90,4,3,1,24,1,61,3,98.29172141918528,0.0461538461538461,0.8790460890519506,0.3934426229508196,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01091,35,1,54123,12677,6351,3,61,1,1,3,16,1,63,1,42.64126149802891,0.0153846153846153,0.5576816074188563,0.2539682539682539,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01092,30,0,133668,2667,12190,0,88,4,2,3,18,2,63,1,87.08935611038108,0.0153846153846153,1.4509259058246315,0.2857142857142857,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01093,23,1,106615,9432,24030,33,120,5,1,4,22,4,64,0,72.76609724047306,0.0,1.1572737337993615,0.34375,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01094,46,0,135193,11662,21650,26,120,5,5,1,28,1,64,0,19.11957950065703,0.0,1.3970837466931216,0.4375,0,1,0,0,0,1,0,1,Normal,Marketing,0
EMP01095,30,0,85278,4919,15885,20,104,5,4,1,18,0,64,0,96.32063074901446,0.0,0.9256670212535006,0.28125,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01096,43,1,137911,10559,12434,23,118,5,1,2,21,2,64,0,33.90275952693824,0.0,1.4969823936782234,0.328125,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01097,25,1,130290,10435,6022,14,103,5,1,3,20,1,63,1,56.27463863337713,0.0153846153846153,1.3657089548327586,0.3174603174603174,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01098,47,0,91999,11741,7037,34,120,5,4,2,29,3,64,0,26.018396846254927,0.0,0.9351202455733773,0.453125,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01099,50,0,71153,8609,13756,24,105,5,3,3,18,2,63,1,25.29566360052562,0.0153846153846153,0.7331581658938692,0.2857142857142857,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01100,55,1,58344,7642,18558,8,64,1,4,2,23,0,64,0,73.29172141918528,0.0,0.6029265873015873,0.359375,0,1,0,0,0,0,1,1,Normal,Marketing,0
EMP01101,44,0,139777,8798,22443,16,112,5,5,1,21,1,64,0,69.90801576872536,0.0,1.5172372620107244,0.328125,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01102,58,0,77656,8759,6424,20,95,4,3,4,17,2,64,0,10.545335085413928,0.0,0.8001648634724369,0.265625,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01103,32,0,110515,543,9123,12,98,5,2,3,26,1,64,0,99.44152431011828,0.0,1.1996070598962292,0.40625,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01104,27,0,41212,14566,21603,2,53,1,4,3,24,1,62,2,94.7766097240473,0.0307692307692307,0.4269965601558291,0.3870967741935484,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01105,39,1,49001,883,5405,3,57,1,5,3,13,4,63,1,80.71616294349539,0.0153846153846153,0.4980687524140594,0.2063492063492063,0,0,0,0,1,1,0,-1,Anomaly,Technology,1
EMP01106,42,0,118784,14856,14829,3,81,3,3,3,17,1,64,0,38.23915900131406,0.0,1.289364565920587,0.265625,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01107,57,0,138723,4798,23702,27,120,5,3,1,15,3,64,0,65.76872536136662,0.0,1.4541042546723828,0.234375,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01108,59,0,121144,8040,14951,6,92,4,3,3,20,0,63,1,56.8988173455979,0.0153846153846153,1.248263781555899,0.3174603174603174,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01109,55,0,76427,9415,13983,25,98,5,3,2,26,2,63,1,99.34296977660972,0.0153846153846153,0.7918583447304074,0.4126984126984127,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01110,38,0,71368,11085,22693,10,76,3,4,3,33,0,61,3,96.15637319316689,0.0461538461538461,0.7254172511231729,0.5409836065573771,0,0,0,0,1,0,0,-1,Anomaly,Technology,0
EMP01111,58,0,110819,5718,17025,23,104,5,5,3,22,1,64,0,50.78843626806833,0.0,1.1452029596560849,0.34375,0,1,0,0,0,0,0,1,Normal,Marketing,0
EMP01112,46,0,101160,2068,9929,9,91,4,3,3,22,0,64,0,7.457293035479632,0.0,1.0423493044822256,0.34375,0,0,0,1,0,0,0,1,Normal,Sales,0
EMP01113,59,0,65854,7478,14522,36,120,5,4,3,20,0,64,0,49.44152431011826,0.0,0.6785574446161772,0.3125,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01114,33,1,50715,14923,17638,12,73,2,2,3,17,0,62,2,96.12352168199736,0.0307692307692307,0.5504960597442633,0.2741935483870967,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01115,44,0,121701,8120,13702,38,120,5,2,1,22,3,64,0,11.498028909329827,0.0,1.2756784520078406,0.34375,1,0,0,0,0,1,0,1,Normal,HR,0
EMP01116,43,0,98784,7820,15764,18,101,5,3,2,27,3,64,0,68.92247043363994,0.0,1.004086113313411,0.421875,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01117,42,1,139644,11901,17121,18,119,5,2,1,22,1,64,0,43.23258869908016,0.0,1.438887171561051,0.34375,0,0,0,1,0,0,1,1,Normal,Sales,0
EMP01118,48,0,66797,1786,19219,11,80,3,3,3,19,0,64,0,78.74507227332457,0.0,0.7250613290493455,0.296875,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01119,52,0,87573,5715,6617,21,97,5,2,5,18,1,63,1,60.67674113009198,0.0153846153846153,0.8901323412819419,0.2857142857142857,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01120,27,0,116120,9649,15248,36,120,5,4,2,24,2,64,0,70.69645203679369,0.0,1.1802972088390151,0.375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01121,48,0,54780,14706,22904,29,97,5,4,1,19,2,64,0,40.93298291721419,0.0,0.5568091724095872,0.296875,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01122,55,0,77905,13871,6583,11,82,3,3,3,22,2,64,0,81.40604467805518,0.0,0.7918623325405054,0.34375,0,0,0,0,1,0,0,1,Normal,Technology,0
EMP01123,33,0,61573,10106,11704,28,99,5,2,4,23,2,64,0,37.94349540078844,0.0,0.6683563814775416,0.359375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01124,28,0,73359,8269,12988,20,95,4,3,3,14,2,62,2,35.41392904073587,0.0307692307692307,0.760070869078702,0.2258064516129032,0,0,0,0,0,1,0,1,Normal,Finance,0
EMP01125,31,0,106062,11805,22959,10,88,4,5,1,17,1,61,3,77.1681997371879,0.0461538461538461,1.0928593508500772,0.2786885245901639,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01126,38,0,113391,1308,14953,36,120,5,3,5,29,1,64,0,83.90275952693824,0.0,1.1748414770607982,0.453125,0,0,0,0,0,0,0,1,Normal,Finance,0
EMP01127,47,1,83463,8839,7613,17,88,4,1,4,26,2,64,0,74.21156373193166,0.0,0.86,0.40625,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01128,42,1,139596,10379,8892,26,120,5,1,1,19,2,64,0,100.52562417871222,0.0,1.5152725614918698,0.296875,0,0,1,0,0,0,0,1,Normal,Operations,0
EMP01129,49,0,135018,8744,17336,36,120,5,3,4,22,0,64,0,96.48488830486204,0.0,1.4655797494735472,0.34375,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01130,23,1,56571,13285,11733,11,82,3,2,3,22,2,62,2,60.939553219448094,0.0307692307692307,0.5829057187017002,0.3548387096774194,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01131,22,0,137276,8473,9431,22,120,5,4,2,21,2,63,1,53.547963206307486,0.0153846153846153,1.4900896598137334,0.3333333333333333,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01132,57,1,59142,9473,22765,33,107,5,4,3,29,5,64,0,41.26149802890933,0.0,0.6419686082104943,0.453125,0,0,1,0,0,0,0,-1,Anomaly,Operations,1
EMP01133,47,0,65104,10038,8515,37,120,5,2,4,29,0,63,1,10.38107752956636,0.0153846153846153,0.6708294693456981,0.4603174603174603,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01134,50,0,48625,13671,9454,22,89,4,3,3,25,3,64,0,11.366622864651774,0.0,0.494246915086093,0.390625,0,0,0,0,1,1,0,1,Normal,Technology,0
EMP01135,42,1,79199,10679,12769,24,103,5,2,1,27,0,64,0,33.3442838370565,0.0,0.8160638845955693,0.421875,0,0,0,1,0,1,0,1,Normal,Sales,0
EMP01136,32,1,55926,14605,13384,3,62,1,5,5,20,4,64,0,68.29829172141918,0.0,0.6070598962290775,0.3125,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01137,32,0,71218,13445,18727,29,95,4,3,1,19,1,64,0,101.4454664914586,0.0,0.7730499533247943,0.296875,0,0,1,0,0,1,0,1,Normal,Operations,0
EMP01138,57,0,84472,10985,8534,29,118,5,3,3,29,0,64,0,22.996057818659654,0.0,0.916918133860148,0.453125,0,0,1,0,0,0,0,1,Normal,Operations,0
